01/01/2022,7.333333,17.700000
01/02/2022,7.333333,17.700000
01/03/2022,7.333333,17.716667
01/04/2022,7.350000,17.733333
01/05/2022,7.350000,17.733333
01/06/2022,7.350000,17.750000
01/07/2022,7.350000,17.766667
01/08/2022,7.350000,17.783333
01/09/2022,7.350000,17.800000
01/10/2022,7.350000,17.800000
01/11/2022,7.350000,17.816667
01/12/2022,7.350000,17.833333
01/13/2022,7.350000,17.850000
01/14/2022,7.350000,17.866667
01/15/2022,7.350000,17.866667
01/16/2022,7.350000,17.883333
01/17/2022,7.350000,17.900000
01/18/2022,7.333333,17.916667
01/19/2022,7.333333,17.933333
01/20/2022,7.333333,17.950000
01/21/2022,7.333333,17.950000
01/22/2022,7.316667,17.966667
01/23/2022,7.316667,17.983333
01/24/2022,7.316667,18.000000
01/25/2022,7.300000,18.016667
01/26/2022,7.300000,18.033333
01/27/2022,7.300000,18.033333
01/28/2022,7.283333,18.050000
01/29/2022,7.283333,18.066667
01/30/2022,7.266667,18.083333
01/31/2022,7.266667,18.100000
02/01/2022,7.250000,18.100000
02/02/2022,7.250000,18.116667
02/03/2022,7.233333,18.133333
02/04/2022,7.216667,18.150000
02/05/2022,7.216667,18.166667
02/06/2022,7.200000,18.166667
02/07/2022,7.183333,18.183333
02/08/2022,7.183333,18.200000
02/09/2022,7.166667,18.216667
02/10/2022,7.150000,18.233333
02/11/2022,7.150000,18.233333
02/12/2022,7.133333,18.250000
02/13/2022,7.116667,18.266667
02/14/2022,7.100000,18.283333
02/15/2022,7.083333,18.283333
02/16/2022,7.066667,18.300000
02/17/2022,7.066667,18.316667
02/18/2022,7.050000,18.333333
02/19/2022,7.033333,18.333333
02/20/2022,7.016667,18.350000
02/21/2022,7.000000,18.366667
02/22/2022,6.983333,18.366667
02/23/2022,6.966667,18.383333
02/24/2022,6.950000,18.400000
02/25/2022,6.933333,18.400000
02/26/2022,6.916667,18.416667
02/27/2022,6.900000,18.433333
02/28/2022,6.883333,18.433333
03/01/2022,6.866667,18.450000
03/02/2022,6.850000,18.466667
03/03/2022,6.833333,18.466667
03/04/2022,6.816667,18.483333
03/05/2022,6.800000,18.500000
03/06/2022,6.783333,18.500000
03/07/2022,6.766667,18.516667
03/08/2022,6.750000,18.516667
03/09/2022,6.716667,18.533333
03/10/2022,6.700000,18.550000
03/11/2022,6.683333,18.550000
03/12/2022,6.666667,18.566667
03/13/2022,6.650000,18.566667
03/14/2022,6.633333,18.583333
03/15/2022,6.616667,18.600000
03/16/2022,6.583333,18.600000
03/17/2022,6.566667,18.616667
03/18/2022,6.550000,18.616667
03/19/2022,6.533333,18.633333
03/20/2022,6.516667,18.633333
03/21/2022,6.500000,18.650000
03/22/2022,6.483333,18.666667
03/23/2022,6.450000,18.666667
03/24/2022,6.433333,18.683333
03/25/2022,6.416667,18.683333
03/26/2022,6.400000,18.700000
03/27/2022,6.383333,18.700000
03/28/2022,6.366667,18.716667
03/29/2022,6.333333,18.733333
03/30/2022,6.316667,18.733333
03/31/2022,6.300000,18.750000
04/01/2022,6.283333,18.750000
04/02/2022,6.266667,18.766667
04/03/2022,6.250000,18.766667
04/04/2022,6.233333,18.783333
04/05/2022,6.200000,18.783333
04/06/2022,6.183333,18.800000
04/07/2022,6.166667,18.816667
04/08/2022,6.150000,18.816667
04/09/2022,6.133333,18.833333
04/10/2022,6.116667,18.833333
04/11/2022,6.100000,18.850000
04/12/2022,6.083333,18.850000
04/13/2022,6.066667,18.866667
04/14/2022,6.033333,18.883333
04/15/2022,6.016667,18.883333
04/16/2022,6.000000,18.900000
04/17/2022,5.983333,18.900000
04/18/2022,5.966667,18.916667
04/19/2022,5.950000,18.916667
04/20/2022,5.933333,18.933333
04/21/2022,5.916667,18.950000
04/22/2022,5.900000,18.950000
04/23/2022,5.883333,18.966667
04/24/2022,5.866667,18.966667
04/25/2022,5.850000,18.983333
04/26/2022,5.850000,19.000000
04/27/2022,5.833333,19.000000
04/28/2022,5.816667,19.016667
04/29/2022,5.800000,19.016667
04/30/2022,5.783333,19.033333
05/01/2022,5.766667,19.050000
05/02/2022,5.750000,19.050000
05/03/2022,5.733333,19.066667
05/04/2022,5.733333,19.066667
05/05/2022,5.716667,19.083333
05/06/2022,5.700000,19.100000
05/07/2022,5.683333,19.100000
05/08/2022,5.683333,19.116667
05/09/2022,5.666667,19.116667
05/10/2022,5.650000,19.133333
05/11/2022,5.650000,19.150000
05/12/2022,5.633333,19.150000
05/13/2022,5.616667,19.166667
05/14/2022,5.616667,19.166667
05/15/2022,5.600000,19.183333
05/16/2022,5.600000,19.200000
05/17/2022,5.583333,19.200000
05/18/2022,5.566667,19.216667
05/19/2022,5.566667,19.216667
05/20/2022,5.550000,19.233333
05/21/2022,5.550000,19.250000
05/22/2022,5.550000,19.250000
05/23/2022,5.533333,19.266667
05/24/2022,5.533333,19.266667
05/25/2022,5.516667,19.283333
05/26/2022,5.516667,19.300000
05/27/2022,5.516667,19.300000
05/28/2022,5.500000,19.316667
05/29/2022,5.500000,19.316667
05/30/2022,5.500000,19.333333
05/31/2022,5.500000,19.333333
06/01/2022,5.483333,19.350000
06/02/2022,5.483333,19.350000
06/03/2022,5.483333,19.366667
06/04/2022,5.483333,19.366667
06/05/2022,5.483333,19.383333
06/06/2022,5.483333,19.383333
06/07/2022,5.483333,19.400000
06/08/2022,5.483333,19.400000
06/09/2022,5.483333,19.400000
06/10/2022,5.466667,19.416667
06/11/2022,5.483333,19.416667
06/12/2022,5.483333,19.433333
06/13/2022,5.483333,19.433333
06/14/2022,5.483333,19.433333
06/15/2022,5.483333,19.450000
06/16/2022,5.483333,19.450000
06/17/2022,5.483333,19.450000
06/18/2022,5.483333,19.450000
06/19/2022,5.483333,19.466667
06/20/2022,5.500000,19.466667
06/21/2022,5.500000,19.466667
06/22/2022,5.500000,19.466667
06/23/2022,5.500000,19.466667
06/24/2022,5.500000,19.483333
06/25/2022,5.516667,19.483333
06/26/2022,5.516667,19.483333
06/27/2022,5.516667,19.483333
06/28/2022,5.533333,19.483333
06/29/2022,5.533333,19.483333
06/30/2022,5.533333,19.483333
07/01/2022,5.550000,19.483333
07/02/2022,5.550000,19.483333
07/03/2022,5.566667,19.483333
07/04/2022,5.566667,19.483333
07/05/2022,5.566667,19.483333
07/06/2022,5.583333,19.483333
07/07/2022,5.583333,19.483333
07/08/2022,5.600000,19.483333
07/09/2022,5.600000,19.466667
07/10/2022,5.616667,19.466667
07/11/2022,5.616667,19.466667
07/12/2022,5.633333,19.466667
07/13/2022,5.633333,19.450000
07/14/2022,5.650000,19.450000
07/15/2022,5.650000,19.450000
07/16/2022,5.666667,19.433333
07/17/2022,5.666667,19.433333
07/18/2022,5.683333,19.433333
07/19/2022,5.683333,19.416667
07/20/2022,5.700000,19.416667
07/21/2022,5.700000,19.400000
07/22/2022,5.716667,19.400000
07/23/2022,5.716667,19.383333
07/24/2022,5.733333,19.383333
07/25/2022,5.750000,19.366667
07/26/2022,5.750000,19.366667
07/27/2022,5.766667,19.350000
07/28/2022,5.766667,19.350000
07/29/2022,5.783333,19.333333
07/30/2022,5.783333,19.316667
07/31/2022,5.800000,19.316667
08/01/2022,5.816667,19.300000
08/02/2022,5.816667,19.283333
08/03/2022,5.833333,19.266667
08/04/2022,5.833333,19.266667
08/05/2022,5.850000,19.250000
08/06/2022,5.850000,19.233333
08/07/2022,5.866667,19.216667
08/08/2022,5.866667,19.216667
08/09/2022,5.883333,19.200000
08/10/2022,5.900000,19.183333
08/11/2022,5.900000,19.166667
08/12/2022,5.916667,19.150000
08/13/2022,5.916667,19.133333
08/14/2022,5.933333,19.116667
08/15/2022,5.933333,19.100000
08/16/2022,5.950000,19.083333
08/17/2022,5.950000,19.066667
08/18/2022,5.966667,19.050000
08/19/2022,5.966667,19.033333
08/20/2022,5.983333,19.016667
08/21/2022,6.000000,19.000000
08/22/2022,6.000000,18.983333
08/23/2022,6.016667,18.966667
08/24/2022,6.016667,18.950000
08/25/2022,6.033333,18.933333
08/26/2022,6.033333,18.916667
08/27/2022,6.050000,18.900000
08/28/2022,6.050000,18.883333
08/29/2022,6.066667,18.866667
08/30/2022,6.066667,18.850000
08/31/2022,6.083333,18.833333
09/01/2022,6.083333,18.800000
09/02/2022,6.100000,18.783333
09/03/2022,6.100000,18.766667
09/04/2022,6.116667,18.750000
09/05/2022,6.116667,18.733333
09/06/2022,6.133333,18.716667
09/07/2022,6.133333,18.683333
09/08/2022,6.150000,18.666667
09/09/2022,6.150000,18.650000
09/10/2022,6.166667,18.633333
09/11/2022,6.166667,18.616667
09/12/2022,6.183333,18.600000
09/13/2022,6.183333,18.566667
09/14/2022,6.200000,18.550000
09/15/2022,6.200000,18.533333
09/16/2022,6.216667,18.516667
09/17/2022,6.216667,18.483333
09/18/2022,6.233333,18.466667
09/19/2022,6.233333,18.450000
09/20/2022,6.250000,18.433333
09/21/2022,6.250000,18.416667
09/22/2022,6.266667,18.383333
09/23/2022,6.266667,18.366667
09/24/2022,6.283333,18.350000
09/25/2022,6.283333,18.333333
09/26/2022,6.300000,18.316667
09/27/2022,6.300000,18.283333
09/28/2022,6.316667,18.266667
09/29/2022,6.316667,18.250000
09/30/2022,6.333333,18.233333
10/01/2022,6.333333,18.216667
10/02/2022,6.350000,18.200000
10/03/2022,6.350000,18.166667
10/04/2022,6.366667,18.150000
10/05/2022,6.366667,18.133333
10/06/2022,6.383333,18.116667
10/07/2022,6.383333,18.100000
10/08/2022,6.400000,18.083333
10/09/2022,6.400000,18.066667
10/10/2022,6.416667,18.050000
10/11/2022,6.433333,18.016667
10/12/2022,6.433333,18.000000
10/13/2022,6.450000,17.983333
10/14/2022,6.450000,17.966667
10/15/2022,6.466667,17.950000
10/16/2022,6.483333,17.933333
10/17/2022,6.483333,17.916667
10/18/2022,6.500000,17.900000
10/19/2022,6.500000,17.883333
10/20/2022,6.516667,17.866667
10/21/2022,6.533333,17.850000
10/22/2022,6.533333,17.833333
10/23/2022,6.550000,17.816667
10/24/2022,6.566667,17.800000
10/25/2022,6.566667,17.800000
10/26/2022,6.583333,17.783333
10/27/2022,6.600000,17.766667
10/28/2022,6.600000,17.750000
10/29/2022,6.616667,17.733333
10/30/2022,6.633333,17.716667
10/31/2022,6.650000,17.700000
11/01/2022,6.650000,17.700000
11/02/2022,6.666667,17.683333
11/03/2022,6.683333,17.666667
11/04/2022,6.683333,17.666667
11/05/2022,6.700000,17.650000
11/06/2022,6.716667,17.633333
11/07/2022,6.733333,17.633333
11/08/2022,6.733333,17.616667
11/09/2022,6.750000,17.600000
11/10/2022,6.766667,17.600000
11/11/2022,6.783333,17.583333
11/12/2022,6.800000,17.583333
11/13/2022,6.800000,17.566667
11/14/2022,6.816667,17.566667
11/15/2022,6.833333,17.550000
11/16/2022,6.850000,17.550000
11/17/2022,6.850000,17.533333
11/18/2022,6.866667,17.533333
11/19/2022,6.883333,17.533333
11/20/2022,6.900000,17.516667
11/21/2022,6.916667,17.516667
11/22/2022,6.916667,17.516667
11/23/2022,6.933333,17.516667
11/24/2022,6.950000,17.500000
11/25/2022,6.966667,17.500000
11/26/2022,6.983333,17.500000
11/27/2022,6.983333,17.500000
11/28/2022,7.000000,17.500000
11/29/2022,7.016667,17.500000
11/30/2022,7.033333,17.500000
12/01/2022,7.050000,17.500000
12/02/2022,7.050000,17.500000
12/03/2022,7.066667,17.500000
12/04/2022,7.083333,17.500000
12/05/2022,7.100000,17.500000
12/06/2022,7.100000,17.500000
12/07/2022,7.116667,17.500000
12/08/2022,7.133333,17.500000
12/09/2022,7.133333,17.500000
12/10/2022,7.150000,17.516667
12/11/2022,7.166667,17.516667
12/12/2022,7.166667,17.516667
12/13/2022,7.183333,17.516667
12/14/2022,7.200000,17.533333
12/15/2022,7.200000,17.533333
12/16/2022,7.216667,17.550000
12/17/2022,7.233333,17.550000
12/18/2022,7.233333,17.550000
12/19/2022,7.250000,17.566667
12/20/2022,7.250000,17.566667
12/21/2022,7.266667,17.583333
12/22/2022,7.266667,17.583333
12/23/2022,7.283333,17.600000
12/24/2022,7.283333,17.600000
12/25/2022,7.300000,17.616667
12/26/2022,7.300000,17.616667
12/27/2022,7.300000,17.633333
12/28/2022,7.316667,17.650000
12/29/2022,7.316667,17.650000
12/30/2022,7.316667,17.666667
12/31/2022,7.333333,17.683333
